Sm_g00000470	30.57	More Alt
Sm_g00000472	29.37	More Alt
Sm_g00000474	57.29	More Ref
Sm_g00000475	17.82	More Ref
Sm_g00000476	No variants
Sm_g00000477	25.73	Equal
Sm_g00000478	20.62	More Ref
Sm_g00000479	47.29	More Ref
Sm_g00000480	27.77	More Ref
Sm_g00000483	3.23	More Alt
Sm_g00000484	8.3	More Alt
Sm_g00000485	No variants
Sm_g00000486	13.42	More Ref
Sm_g00000488	23.47	Equal
Sm_g00000489	10.3	More Alt
Sm_g00000491	40.49	More Ref
Sm_g00000492	7.7	More Ref
Sm_g00000495	35.41	More Ref
Sm_g00000497	38.1	More Ref
Sm_g00000498	64.13	More Alt
Sm_g00000499	23.54	More Ref
Sm_g00000500	20.18	More Alt
Sm_g00000501	16.78	More Alt
Sm_g00000502	12.84	More Ref
Sm_g00000504	68.44	More Alt
Sm_g00000506	21.17	More Alt
Sm_g00000507	43.76	More Ref
Sm_g00000508	42.3	More Ref
Sm_g00000509	53.02	More Ref
Sm_g00000511	26.66	More Ref
Sm_g00000512	10.87	More Ref
Sm_g00000513	33.57	More Ref
Sm_g00000514	43.08	More Ref
Sm_g00000515	55.56	More Ref
Sm_g00000519	No variants
Sm_g00000521	16.61	More Alt
Sm_g00000522	17.44	More Ref
Sm_g00000523	54.72	More Ref
Sm_g00000525	33.52	More Ref
Sm_g00000527	64.2	More Ref
Sm_g00000528	50.62	More Alt
Sm_g00000533	36.39	More Ref
Sm_g00000534	37.35	More Alt
Sm_g00000535	9.95	More Ref
Sm_g00000536	No variants
Sm_g00000537	61.89	More Ref
Sm_g00000538	64.24	More Ref
Sm_g00000539	60.99	More Ref
Sm_g00000540	46.69	More Alt
Sm_g00000541	50.88	More Ref
Sm_g00000542	11.73	More Ref
Sm_g00000543	No variants
Sm_g00000544	No variants
Sm_g00000546	16.22	More Alt
Sm_g00000547	18.13	More Alt
Sm_g00000548	45.25	More Ref
Sm_g00000552	24.62	More Ref
Sm_g00000553	25.43	More Ref
Sm_g00000555	27.99	More Alt
Sm_g00000556	27.01	More Ref
Sm_g00000558	65.63	More Alt
Sm_g00000560	No variants
Sm_g00000561	16.42	More Ref
Sm_g00000562	61.95	More Ref
Sm_g00000563	31.46	More Ref
Sm_g00000565	19.95	Equal
Sm_g00000566	62.35	Equal
Sm_g00000567	82.61	More Alt
Sm_g00000568	16.2	More Alt
Sm_g00000569	49.67	More Alt
Sm_g00000570	43.93	More Alt
Sm_g00000571	20.59	More Ref
Sm_g00000573	19.28	More Ref
Sm_g00000575	17.81	More Ref
Sm_g00000577	No variants
Sm_g00000578	No variants
Sm_g00000580	No variants
Sm_g00000581	No variants
Sm_g00000582	No variants
Sm_g00000585	No variants
Sm_g00000588	No variants
Sm_g00000589	No variants
Sm_g00000590	31.96	More Ref
Sm_g00000591	No variants
Sm_g00000596	9.57	More Alt
Sm_g00000599	9.67	More Ref
Sm_g00000601	13.66	More Ref
Sm_g00000602	6.87	More Alt
Sm_g00000603	68.63	More Alt
Sm_g00000604	6.94	More Ref
Sm_g00000605	9.15	More Alt
Sm_g00000607	14.36	More Ref
Sm_g00000608	9.72	More Alt
Sm_g00000609	15.69	More Ref
Sm_g00000611	7.95	More Ref
Sm_g00000612	13.16	More Ref
Sm_g00000613	25.21	More Ref
Sm_g00000614	67.3	More Alt
Sm_g00000615	35.5	More Alt
Sm_g00000616	45.5	More Ref
Sm_g00000617	7.69	More Ref
Sm_g00000618	23.58	More Ref
Sm_g00000619	17.34	More Alt
Sm_g00000620	13.64	More Alt
Sm_g00000621	37.81	More Alt
Sm_g00000622	No variants
Sm_g00000625	28.7	More Ref
Sm_g00000627	33.78	More Ref
Sm_g00000628	56.25	More Ref
Sm_g00000629	40.2	More Ref
Sm_g00000630	54.18	Equal
Sm_g00000632	58.23	More Ref
Sm_g00000636	16.9	More Ref
Sm_g00000637	19.56	More Ref
Sm_g00000638	8.15	Equal
Sm_g00000639	21.48	More Ref
Sm_g00000640	26.73	More Ref
Sm_g00000642	No variants
Sm_g00000644	17.85	More Ref
Sm_g00000645	15.05	More Ref
Sm_g00000646	43.75	More Ref
Sm_g00000647	17.61	More Ref
Sm_g00000648	21.61	More Ref
Sm_g00000649	13.93	More Ref
Sm_g00000650	26.19	More Ref
Sm_g00000651	39.85	More Alt
Sm_g00000653	35.1	More Ref
Sm_g00000654	12.85	More Alt
Sm_g00000655	17.0	More Ref
Sm_g00000656	27.41	More Ref
Sm_g00000657	17.4	Equal
Sm_g00000658	37.89	More Ref
Sm_g00000659	18.68	More Ref
Sm_g00000660	30.88	More Ref
Sm_g00000661	29.64	More Alt
Sm_g00000662	62.97	More Ref
Sm_g00000664	60.28	More Alt
Sm_g00000667	26.17	More Ref
Sm_g00000668	28.44	More Alt
Sm_g00000674	29.32	More Ref
Sm_g00000675	71.43	More Ref
Sm_g00000676	21.05	More Ref
Sm_g00000677	21.25	More Ref
Sm_g00000678	11.29	More Ref
Sm_g00000680	No variants
Sm_g00000681	9.81	More Ref
Sm_g00000682	14.13	More Ref
Sm_g00000683	No variants
Sm_g00000684	58.48	More Ref
Sm_g00000686	60.49	More Alt
Sm_g00000687	14.96	More Alt
Sm_g00000688	No variants
Sm_g00000689	35.15	More Ref
Sm_g00000690	15.91	Equal
Sm_g00000691	8.79	More Alt
Sm_g00000692	4.26	More Alt
Sm_g00000693	21.69	More Alt
Sm_g00000695	16.75	More Ref
Sm_g00000697	22.68	More Ref
Sm_g00000698	14.44	Equal
Sm_g00000700	20.48	More Alt
Sm_g00000701	32.11	More Ref
Sm_g00000705	27.22	More Alt
Sm_g00000708	31.57	More Alt
Sm_g00000710	11.36	More Ref
Sm_g00000711	30.22	More Alt
Sm_g00000712	17.27	More Alt
Sm_g00000713	15.4	More Ref
Sm_g00000716	No variants
Sm_g00000718	31.12	More Ref
Sm_g00000719	23.65	More Ref
Sm_g00000720	20.84	More Ref
Sm_g00000721	22.22	More Alt
Sm_g00000722	36.84	More Ref
Sm_g00000723	6.49	More Alt
Sm_g00000724	33.05	More Ref
Sm_g00000725	44.31	More Ref
Sm_g00000726	33.14	More Ref
Sm_g00000727	6.17	More Ref
Sm_g00000728	31.41	More Alt
Sm_g00000729	41.59	More Ref
Sm_g00000731	20.53	More Ref
Sm_g00000732	16.87	More Ref
Sm_g00000733	8.48	More Ref
Sm_g00000734	11.63	Equal
Sm_g00000735	No variants
Sm_g00000736	38.77	More Ref
Sm_g00000737	19.79	More Ref
Sm_g00000738	No variants
Sm_g00000739	40.26	More Ref
Sm_g00000741	35.31	More Alt
Sm_g00000742	51.45	More Ref
Sm_g00000743	8.57	More Ref
Sm_g00000744	12.3	More Alt
Sm_g00000752	13.21	More Ref
Sm_g00000753	30.33	More Ref
Sm_g00000754	20.36	Equal
Sm_g00000757	17.99	More Ref
Sm_g00000759	15.98	More Alt
Sm_g00000760	30.66	More Ref
Sm_g00000761	43.29	More Ref
Sm_g00000762	21.06	More Alt
Sm_g00000763	No variants
Sm_g00000764	10.36	More Alt
Sm_g00000765	29.05	More Ref
Sm_g00000767	14.1	More Alt
Sm_g00000768	14.39	More Alt
Sm_g00000769	30.19	More Ref
Sm_g00000770	21.15	More Alt
Sm_g00000771	35.4	More Alt
Sm_g00000772	34.28	More Alt
Sm_g00000773	25.76	More Ref
Sm_g00000774	59.51	More Alt
Sm_g00000775	34.51	More Alt
Sm_g00000776	13.08	More Ref
Sm_g00000777	21.45	More Alt
Sm_g00000778	16.92	More Alt
Sm_g00000779	10.14	More Alt
Sm_g00000780	22.97	More Ref
Sm_g00000781	26.53	More Ref
Sm_g00000782	9.84	Equal
Sm_g00000784	23.25	More Ref
Sm_g00000785	No variants
Sm_g00000786	14.06	More Ref
Sm_g00000787	37.43	More Ref
Sm_g00000788	11.64	More Alt
Sm_g00000789	24.03	More Alt
Sm_g00000790	16.64	More Alt
Sm_g00000792	24.98	More Alt
Sm_g00000793	22.87	More Ref
Sm_g00000794	12.1	More Ref
Sm_g00000796	65.46	More Alt
Sm_g00000797	12.67	More Ref
Sm_g00000798	15.64	More Ref
Sm_g00000799	3.44	More Ref
Sm_g00000801	10.42	More Ref
Sm_g00000802	30.7	More Ref
Sm_g00000803	No variants
Sm_g00000804	6.25	More Alt
Sm_g00000805	31.38	More Ref
Sm_g00000806	21.77	Equal
Sm_g00000807	26.7	More Alt
Sm_g00000809	12.77	Equal
Sm_g00000810	37.48	Equal
Sm_g00000811	14.47	More Alt
Sm_g00000812	26.95	More Alt
Sm_g00000814	20.52	More Ref
Sm_g00000815	20.58	Equal
Sm_g00000817	19.36	More Ref
Sm_g00000818	17.48	More Alt
Sm_g00000819	27.06	More Ref
Sm_g00000822	46.91	More Ref
Sm_g00000823	27.66	More Ref
Sm_g00000824	11.36	More Alt
Sm_g00000825	11.61	More Ref
Sm_g00000826	4.69	More Ref
Sm_g00000827	21.57	More Ref
Sm_g00000828	31.7	More Ref
Sm_g00000829	27.59	More Alt
Sm_g00000830	4.51	More Alt
Sm_g00000831	24.21	More Ref
Sm_g00000832	42.57	More Ref
Sm_g00000833	40.93	More Ref
Sm_g00000835	20.98	More Alt
Sm_g00000836	66.26	More Ref
Sm_g00000837	21.22	More Ref
Sm_g00000838	18.84	More Alt
Sm_g00000839	33.92	More Ref
Sm_g00000840	43.79	More Alt
Sm_g00000841	19.12	More Alt
Sm_g00000842	35.32	More Ref
Sm_g00000845	14.48	More Ref
Sm_g00000847	26.46	More Alt
Sm_g00000849	8.41	More Ref
Sm_g00000850	No variants
Sm_g00000851	No variants
Sm_g00000852	38.05	More Ref
Sm_g00000853	28.14	More Ref
Sm_g00000854	27.3	More Alt
Sm_g00000855	41.31	More Ref
Sm_g00000861	27.23	More Ref
Sm_g00000863	18.55	More Alt
Sm_g00000864	21.59	More Ref
Sm_g00000865	46.98	More Ref
Sm_g00000866	61.58	More Ref
Sm_g00000867	17.65	More Alt
Sm_g00000869	24.73	More Alt
Sm_g00000870	No variants
Sm_g00000871	30.9	More Ref
Sm_g00000872	24.89	More Alt
Sm_g00000873	13.26	More Ref
Sm_g00000874	18.54	More Ref
Sm_g00000875	10.57	More Alt
Sm_g00000876	43.74	More Alt
Sm_g00000877	49.98	More Alt
Sm_g00000878	17.59	More Ref
Sm_g00000879	15.26	More Alt
Sm_g00000880	19.1	More Alt
Sm_g00000881	41.67	Equal
Sm_g00000882	27.75	More Ref
Sm_g00000885	15.09	Equal
Sm_g00000886	19.9	More Ref
Sm_g00000887	13.24	More Alt
Sm_g00000888	35.78	More Alt
Sm_g00000889	57.73	More Alt
Sm_g00000890	22.52	More Alt
Sm_g00000891	20.67	More Ref
Sm_g00000892	11.93	More Ref
Sm_g00000893	82.56	More Alt
Sm_g00000894	47.47	More Ref
Sm_g00000896	19.29	More Alt
Sm_g00000897	16.84	More Ref
Sm_g00000899	19.92	More Ref
Sm_g00000900	45.76	More Ref
Sm_g00000904	15.14	More Ref
Sm_g00000905	38.64	More Ref
Sm_g00000906	16.82	More Alt
Sm_g00000907	30.18	More Alt
Sm_g00000908	16.58	More Ref
Sm_g00000909	23.34	More Ref
Sm_g00000910	29.78	More Ref
Sm_g00000911	15.7	More Ref
Sm_g00000913	14.02	More Alt
Sm_g00000914	64.87	More Ref
Sm_g00000916	15.16	More Alt
Sm_g00000919	13.6	More Ref
Sm_g00000920	30.21	More Alt
Sm_g00000921	32.0	More Alt
Sm_g00000922	32.7	More Alt
Sm_g00000926	35.1	More Alt
Sm_g00000927	25.18	More Alt
Sm_g00000928	1.23	More Alt
Sm_g00000929	29.22	More Ref
Sm_g00000930	32.25	More Ref
Sm_g00000931	16.37	More Ref
Sm_g00000932	No variants
Sm_g00000933	6.63	More Ref
Sm_g00000934	30.02	More Ref
Sm_g00000936	28.69	More Ref
Sm_g00000937	6.4	More Ref
Sm_g00000938	No variants
Sm_g00000939	9.83	More Ref
Sm_g00000940	No variants
Sm_g00000942	No variants
Sm_g00000944	30.39	More Ref
Sm_g00000945	20.3	More Alt
Sm_g00000947	9.24	More Ref
Sm_g00000948	19.09	More Ref
Sm_g00000949	28.79	More Alt
Sm_g00000950	55.67	More Alt
Sm_g00000953	20.15	More Alt
Sm_g00000957	11.4	More Ref
Sm_g00000958	8.28	More Alt
Sm_g00000959	12.23	More Ref
Sm_g00000960	45.58	More Ref
Sm_g00000962	72.18	More Ref
Sm_g00000964	12.04	More Alt
Sm_g00000965	16.49	More Ref
Sm_g00000966	25.8	More Ref
Sm_g00000967	45.82	More Alt
Sm_g00000969	21.93	More Ref
Sm_g00000971	10.36	More Alt
Sm_g00000972	No variants
Sm_g00000973	4.14	More Ref
Sm_g00000974	14.83	Equal
Sm_g00000976	49.02	More Alt
Sm_g00000977	56.0	More Alt
Sm_g00000978	17.24	More Ref
Sm_g00000980	33.63	More Ref
Sm_g00000982	36.05	More Ref
Sm_g00000983	25.0	More Ref
Sm_g00000984	18.23	More Ref
Sm_g00000985	16.14	Equal
Sm_g00000988	11.67	More Ref
Sm_g00000989	10.4	More Alt
Sm_g00000990	12.8	More Ref
Sm_g00000991	No variants
Sm_g00000992	27.02	More Ref
Sm_g00000996	21.07	More Alt
Sm_g00000997	6.13	More Alt
Sm_g00000998	24.94	More Ref
Sm_g00000999	7.04	More Ref
Sm_g00001000	No variants
Sm_g00001001	62.15	More Alt
Sm_g00001002	30.13	More Alt
Sm_g00001004	No variants
Sm_g00001006	No variants
Sm_g00001007	34.66	More Ref
Sm_g00001008	26.69	More Ref
Sm_g00001009	31.6	More Alt
Sm_g00001010	5.88	More Alt
Sm_g00001011	20.29	More Alt
Sm_g00001012	17.56	More Ref
Sm_g00001014	16.26	Equal
Sm_g00001015	22.02	More Alt
Sm_g00001016	22.06	More Alt
Sm_g00001018	40.27	More Ref
Sm_g00001019	29.15	More Ref
Sm_g00001020	21.04	More Ref
Sm_g00001021	No variants
Sm_g00001022	29.68	More Ref
Sm_g00001023	34.67	More Alt
Sm_g00001024	33.33	More Ref
Sm_g00001025	54.13	More Ref
Sm_g00001026	35.58	Equal
Sm_g00001027	37.03	More Alt
Sm_g00001028	33.03	More Ref
Sm_g00001029	30.17	Equal
Sm_g00001031	7.54	More Ref
Sm_g00001032	16.53	More Ref
Sm_g00001033	23.43	More Ref
Sm_g00001034	17.86	More Alt
Sm_g00001037	44.69	More Ref
Sm_g00001041	18.75	More Ref
Sm_g00001042	17.38	More Ref
Sm_g00001045	25.89	Equal
Sm_g00001046	No variants
Sm_g00001047	19.46	More Ref
Sm_g00001048	17.37	More Alt
Sm_g00001049	12.56	More Ref
Sm_g00001050	No variants
Sm_g00001052	11.11	More Ref
Sm_g00001054	34.0	More Alt
Sm_g00001055	53.76	More Alt
Sm_g00001057	23.52	More Ref
Sm_g00001060	24.83	More Alt
Sm_g00001062	15.61	More Ref
Sm_g00001063	37.96	More Ref
Sm_g00001073	12.94	More Alt
Sm_g00001074	19.91	Equal
Sm_g00001075	20.38	More Ref
Sm_g00001076	31.47	More Ref
Sm_g00001077	19.99	More Alt
Sm_g00001078	37.01	More Ref
Sm_g00001079	8.0	More Alt
Sm_g00001080	38.81	More Alt
Sm_g00001081	No variants
Sm_g00001082	10.75	More Alt
Sm_g00001083	10.27	Equal
Sm_g00001084	18.91	Equal
Sm_g00001085	25.78	More Alt
Sm_g00001086	33.4	More Alt
Sm_g00001087	70.15	More Ref
Sm_g00001088	3.3	More Alt
Sm_g00001089	30.34	More Alt
Sm_g00001090	12.85	More Ref
Sm_g00001091	31.96	More Alt
Sm_g00001092	25.0	More Alt
Sm_g00001093	18.46	More Alt
Sm_g00001094	20.95	More Alt
Sm_g00001095	9.57	More Ref
Sm_g00001096	15.49	More Ref
Sm_g00001098	20.22	More Ref
Sm_g00001099	19.06	More Ref
Sm_g00001100	54.1	More Alt
Sm_g00001101	17.68	More Alt
Sm_g00001102	16.19	More Ref
Sm_g00001103	9.62	More Ref
Sm_g00001106	28.23	More Alt
Sm_g00001107	45.7	More Ref
Sm_g00001109	23.8	More Ref
Sm_g00001110	33.84	More Alt
Sm_g00001112	14.21	More Alt
Sm_g00001113	13.16	More Ref
Sm_g00001114	14.24	More Ref
Sm_g00001116	23.31	More Ref
Sm_g00001117	6.82	More Ref
Sm_g00001118	8.89	More Alt
Sm_g00001119	31.44	More Alt
Sm_g00001120	22.36	More Ref
Sm_g00001121	26.33	More Ref
Sm_g00001122	10.07	More Ref
Sm_g00001123	21.87	More Alt
Sm_g00001124	17.9	More Ref
Sm_g00001125	26.38	More Ref
Sm_g00001126	3.24	More Ref
Sm_g00001128	12.01	More Ref
Sm_g00001129	17.32	More Alt
Sm_g00001131	27.61	More Ref
Sm_g00001132	37.18	More Ref
Sm_g00001133	18.84	More Ref
Sm_g00001135	39.36	More Alt
Sm_g00001136	No variants
Sm_g00001137	30.31	More Ref
Sm_g00001138	30.01	More Ref
Sm_g00001139	25.31	More Alt
Sm_g00001140	24.08	More Ref
Sm_g00001141	24.83	More Alt
Sm_g00001142	44.72	More Ref
Sm_g00001143	33.24	More Alt
Sm_g00001144	31.97	More Alt
Sm_g00001147	No variants
Sm_g00001160	No variants
Sm_g00001161	No variants
Sm_g00001162	16.81	Equal
Sm_g00001164	23.95	More Ref
Sm_g00001166	20.59	Equal
Sm_g00001167	1.8	More Ref
Sm_g00001169	23.24	More Ref
Sm_g00001170	13.96	More Alt
Sm_g00001171	37.52	More Alt
Sm_g00001172	6.68	More Ref
Sm_g00001173	21.39	More Ref
Sm_g00001174	23.18	More Alt
Sm_g00001175	28.01	More Ref
Sm_g00001178	No variants
Sm_g00001179	46.71	More Ref
Sm_g00001180	32.04	More Ref
Sm_g00001182	23.83	More Ref
