gene	bias1	bias2	bias3	mean	SD
Sm_t00012608-RA	16.49	13.57	21.57	17.21	4.04830828865589
Sm_t00012610-RA	28.02	11.37	54.24	31.21	21.6122951118108
Sm_t00012611-RA	22.97	48.85	25.96	32.5933333333333	14.1578399953289
Sm_t00012612-RA	23.15	25.13	15.81	21.3633333333333	4.91016632440626
Sm_t00012613-RA	18.27	21.04	14.28	17.8633333333333	3.3982985939045
Sm_t00012614-RA	41.77	25.32	33.33	33.4733333333333	8.22593662346929
Sm_t00012615-RA	10.65	20.17	19.88	16.9	5.41460063162557
Sm_t00012616-RA	25.43	23.08	23.85	24.12	1.19804006610797
Sm_t00012617-RA	30.4	27.55	30.11	29.3533333333333	1.56844934037837
Sm_t00012618-RA	11.81	12.22	10.94	11.6566666666667	0.653630884623221
Sm_t00012619-RA	25.78	32.37	31.91	30.02	3.6791439221645
Sm_t00012623-RA	21.39	22.32	11.84	18.5166666666667	5.80083040032488
Sm_t00012624-RA	12.75	20.02	18.38	17.05	3.81312208039554
Sm_t00012625-RA	17.36	19.7	35.49	24.1833333333333	9.86151273047565
Sm_t00012626-RA	45.32	47.96	41.13	44.8033333333333	3.44418834173355
Sm_t00012636-RA	7.69	23.08	57.14	29.3033333333333	25.305592925939
Sm_t00012639-RA	40.26	36.12	34.42	36.9333333333333	3.0037532077941
Sm_t00012640-RA	18.64	26.11	21.96	22.2366666666667	3.742677294843
Sm_t00012641-RA	30.89	38.41	14.29	27.8633333333333	12.341561219446
Sm_t00012642-RA	15.12	14.3	19.68	16.3666666666667	2.89857436222246
Sm_t00012643-RA	18.86	26.71	14.82	20.13	6.04588289664959
Sm_t00012646-RA	29.67	34.24	27.7	30.5366666666667	3.35503104804312
Sm_t00012649-RA	50.04	51.29	56.36	52.5633333333333	3.34688412308125
Sm_t00012651-RA	25.38	18.81	24.17	22.7866666666667	3.49663171256759
Sm_t00012653-RA	15.48	14.17	28.88	19.51	8.14105030079043
Sm_t00012654-RA	14.81	15.39	27.61	19.27	7.22847148434577
Sm_t00012655-RA	15.19	17.45	22.21	18.2833333333333	3.58342480503405
Sm_t00012659-RA	29.57	52.28	NA	40.925	16.0583950007465
Sm_t00012661-RA	19.24	2.15	43.97	21.7866666666667	21.0259894733478
Sm_t00012662-RA	18.76	31.09	24.61	24.82	6.16768189841208
Sm_t00012664-RA	73.1	75.76	78.74	75.8666666666667	2.82151259669939
Sm_t00012665-RA	14.55	9.76	17.64	13.9833333333333	3.9704449792603
Sm_t00012666-RA	30.61	43.83	NA	37.22	9.34795164728616
Sm_t00012667-RA	69.36	19.06	100	62.8066666666667	40.8660070637362
Sm_t00012668-RA	23.73	23.03	28.07	24.9433333333333	2.73029912891121
Sm_t00012669-RA	21.83	19.33	25.61	22.2566666666667	3.16166622737653
Sm_t00012671-RA	64.82	63.4	61.52	63.2466666666667	1.65533481004095
Sm_t00012672-RA	41.37	43.97	44.77	43.37	1.77763888346312
Sm_t00012673-RA	29.02	28.03	22.63	26.56	3.43928771695536
Sm_t00012674-RA	100	100	100	100	0
Sm_t00012677-RA	14.29	27.06	40.68	27.3433333333333	13.197281285679
Sm_t00012679-RA	21.9	16.22	26.87	21.6633333333333	5.32894298462025
Sm_t00012681-RA	29.1	28.28	30.45	29.2766666666667	1.09573415267269
Sm_t00012682-RA	43.23	40.58	45.49	43.1	2.4575801105966
Sm_t00012683-RA	24.22	35.62	28.81	29.55	5.73591317925925
Sm_t00012685-RA	32.03	17.85	23.56	24.48	7.13462682976482
Sm_t00012689-RA	100	100	100	100	0
Sm_t00012690-RA	11.09	15.62	10.93	12.5466666666667	2.66278676077025
Sm_t00012691-RA	26.7	32.42	20.98	26.7	5.72
Sm_t00012693-RA	7.5	6.46	5.89	6.61666666666667	0.816353681521272
Sm_t00012694-RA	47.73	45.37	55.47	49.5233333333333	5.28342060916347
Sm_t00012695-RA	22.82	19.81	14.21	18.9466666666667	4.36944313767021
Sm_t00012698-RA	22.84	26.72	26.97	25.51	2.31566405162752
Sm_t00012699-RA	13.67	21.65	13.6	16.3066666666667	4.62759476762317
Sm_t00012702-RA	22.21	20.85	17.27	20.11	2.55178368989223
Sm_t00012703-RA	55.54	62	67.89	61.81	6.17719191866337
Sm_t00012704-RA	36.87	42.25	34.94	38.02	3.78825817494004
Sm_t00012708-RA	26.01	25.96	21.74	24.57	2.45097939607823
Sm_t00012709-RA	10.1	18.82	16.23	15.05	4.4781581035064
Sm_t00012710-RA	26.67	36.63	35.44	32.9133333333333	5.43952510182032
Sm_t00012711-RA	100	100	100	100	0
Sm_t00012712-RA	32.89	33.1	32.06	32.6833333333333	0.549939390599848
Sm_t00012713-RA	24.04	35.09	NA	29.565	7.81352993211135
Sm_t00012714-RA	19.31	12.86	7.6	13.2566666666667	5.86506891121778
Sm_t00012716-RA	15.17	12.31	17.3	14.9266666666667	2.50388365011902
Sm_t00012717-RA	49.96	52.94	NA	51.45	2.10717820793591
Sm_t00012719-RA	46.22	48.61	36.51	43.78	6.40840853878715
Sm_t00012720-RA	38.27	36.07	32.59	35.6433333333333	2.86393668458877
Sm_t00012723-RA	69.04	65.56	62.45	65.6833333333333	3.29673070379328
Sm_t00012724-RA	7.65	2.68	17.25	9.19333333333333	7.40659390903358
Sm_t00012727-RA	42.89	44.59	45.21	44.23	1.20116610008774
Sm_t00012729-RA	23.13	12.76	20.15	18.68	5.33899803333921
Sm_t00012732-RA	11.07	26.68	20.79	19.5133333333333	7.88292035563809
Sm_t00012733-RA	5.94	18.4	15.73	13.3566666666667	6.56029216829047
Sm_t00012743-RA	17.17	12.07	27.01	18.75	7.59428732666865
Sm_t00012748-RA	100	61.29	51.25	70.8466666666667	25.7417566093173
Sm_t00012750-RA	32.74	28.07	36.79	32.5333333333333	4.3636720011171
Sm_t00012751-RA	20.39	24.26	21.89	22.18	1.95123038106729
Sm_t00012752-RA	12.88	12.6	15.55	13.6766666666667	1.62838365667718
Sm_t00012753-RA	27.07	30.8	12.57	23.48	9.63064379987133
Sm_t00012755-RA	43.07	45.3	64.09	50.82	11.5461205606039
Sm_t00012756-RA	31.9	21.93	25.31	26.38	5.07039446197236
Sm_t00012758-RA	32.86	37.67	30.92	33.8166666666667	3.47520263198182
Sm_t00012759-RA	65.8	71.43	66.03	67.7533333333333	3.18616279140495
Sm_t00012761-RA	25.85	21.4	21.72	22.99	2.48199516518466
Sm_t00012762-RA	44.5	51.07	47.3	47.6233333333333	3.29691269725683
Sm_t00012763-RA	53.26	46.76	50.15	50.0566666666667	3.25100497282507
Sm_t00012764-RA	30.06	30.09	28.12	29.4233333333333	1.12881944230835
Sm_t00012765-RA	36.48	29.54	23.94	29.9866666666667	6.28192114988188
Sm_t00012767-RA	16.45	19.99	18.87	18.4366666666667	1.80934610656263
Sm_t00012768-RA	28.54	31.26	32.79	30.8633333333333	2.15258759016523
Sm_t00012769-RA	20.32	23.14	NA	21.73	1.99404112294606
Sm_t00012772-RA	26.97	33.63	27.16	29.2533333333333	3.79149486790281
Sm_t00012773-RA	24.03	23.3	21.2	22.8433333333333	1.46922882265947
Sm_t00012775-RA	38.54	37.27	32.61	36.14	3.12232285326166
Sm_t00012777-RA	56.12	56.62	NA	56.37	0.353553390593274
Sm_t00012780-RA	9.25	11.08	8.85	9.72666666666667	1.18896313371498
Sm_t00012781-RA	29.88	28.28	30.41	29.5233333333333	1.10888833221986
Sm_t00012782-RA	7.67	3.28	8.55	6.5	2.82310113173439
Sm_t00012786-RA	15.54	22.97	24.17	20.8933333333333	4.67478698266919
Sm_t00012788-RA	35.43	29.22	21.2	28.6166666666667	7.13415960946581
Sm_t00012791-RA	11.98	17.87	25.05	18.3	6.54560157663144
Sm_t00012792-RA	18.72	18.6	33.76	23.6933333333333	8.71819553195117
Sm_t00012793-RA	36.43	28.37	32.06	32.2866666666667	4.03477797819574
Sm_t00012794-RA	26.19	28.63	32.82	29.2133333333333	3.35327203389963
Sm_t00012795-RA	17.65	12.41	22.88	17.6466666666667	5.2350007959248
Sm_t00012798-RA	34.64	37.24	54.88	42.2533333333333	11.0120176776708
Sm_t00012799-RA	32.6	29.25	32.21	31.3533333333333	1.83194796141521
Sm_t00012800-RA	43.79	50.48	55.11	49.7933333333333	5.69115395445716
Sm_t00012812-RA	55.58	72.04	59.14	62.2533333333333	8.6604002986775
Sm_t00012816-RA	8.64	13.45	8.75	10.28	2.74585141622776
Sm_t00012817-RA	12.96	9.01	16.29	12.7533333333333	3.64439752679827
Sm_t00012818-RA	14.66	14.35	21.11	16.7066666666667	3.81654730526602
Sm_t00012819-RA	10.57	5.95	15.43	10.65	4.74050630207365
Sm_t00012820-RA	66.25	65.29	65.24	65.5933333333333	0.569239258425957
Sm_t00012822-RA	20.56	19.11	35.01	24.8933333333333	8.79123616639511
Sm_t00012823-RA	69.93	100	NA	84.965	21.2627009102795
Sm_t00012824-RA	19.71	22.9	26.35	22.9866666666667	3.32084828520264
Sm_t00012826-RA	36.69	36.59	37.78	37.02	0.66007575322837
Sm_t00012829-RA	37	27.29	27.57	30.62	5.52701546949165
Sm_t00012831-RA	27.4	19.88	13.11	20.13	7.1482795132815
Sm_t00012832-RA	22.58	22.89	30.63	25.3666666666667	4.56081498565041
Sm_t00012833-RA	42.77	43.83	41.84	42.8133333333333	0.995707453689751
Sm_t00012835-RA	100	100	100	100	0
Sm_t00012842-RA	12.87	10.54	27.08	16.83	8.95288221747611
Sm_t00012845-RA	9.09	7.83	10.12	9.01333333333333	1.14692342086703
Sm_t00012846-RA	27.57	19.39	30.63	25.8633333333333	5.81110431272175
Sm_t00012848-RA	16.29	15.47	11.92	14.56	2.32277850859698
Sm_t00012849-RA	100	100	100	100	0
Sm_t00012850-RA	28.59	28.43	28.27	28.43	0.16
Sm_t00012851-RA	11.59	11.88	11.72	11.73	0.14525839046334
Sm_t00012853-RA	13.3	7.36	13.78	11.48	3.57608724725782
Sm_t00012854-RA	37.34	37.54	27.2	34.0266666666667	5.91291242395263
Sm_t00012855-RA	33.36	39.72	28.17	33.75	5.78486819210256
Sm_t00012859-RA	100	100	100	100	0
Sm_t00012862-RA	1.01	6.35	16.67	8.01	7.96087934841372
Sm_t00012863-RA	37.78	33.79	35.65	35.74	1.99652197583698
Sm_t00012866-RA	21.34	20.85	29.12	23.77	4.6397090426017
Sm_t00012867-RA	40.73	27.98	39.11	35.94	6.94098696152067
Sm_t00012868-RA	23.46	28.24	29.45	27.05	3.16734904928396
Sm_t00012869-RA	27.25	10.06	17.02	18.11	8.64668144434615
Sm_t00012870-RA	24.81	31.52	24.74	27.0233333333333	3.89438484658788
Sm_t00012872-RA	21.89	8.19	15.94	15.34	6.86967975963946
Sm_t00012873-RA	8.89	8.38	10.62	9.29666666666667	1.17406700547002
Sm_t00012874-RA	11.74	11.94	18.74	14.14	3.98497176903425
Sm_t00012876-RA	24.79	15.43	19.14	19.7866666666667	4.71338873140476
Sm_t00012879-RA	41.7	19.31	21.34	27.45	12.3825320512406
Sm_t00012880-RA	72.53	69.08	60.97	67.5266666666667	5.93447835393587
Sm_t00012881-RA	13.32	26.23	15.35	18.3	6.94218265389207
Sm_t00012894-RA	26.18	25.99	44.77	32.3133333333333	10.7882080686893
Sm_t00012896-RA	17.63	18.85	18.66	18.38	0.656429737291053
Sm_t00012897-RA	37.29	32.08	34.41	34.5933333333333	2.60983396662189
Sm_t00012898-RA	46.9	38.62	36.22	40.58	5.60328475092958
Sm_t00012900-RA	38.99	34.59	NA	36.79	3.11126983722081
Sm_t00012901-RA	16.13	21.27	17.2	18.2	2.71199188789347
Sm_t00012903-RA	14.58	8.93	NA	11.755	3.99515331370399
Sm_t00012909-RA	32.07	39.26	NA	35.665	5.08409775673127
Sm_t00012910-RA	15.65	11.01	14.92	13.86	2.49501503001485
Sm_t00012911-RA	36.35	32.51	NA	34.43	2.71529003975634
Sm_t00012912-RA	10.39	30.39	NA	20.39	14.142135623731
Sm_t00012913-RA	59.05	52.86	46.82	52.91	6.11515330960721
Sm_t00012914-RA	65.68	67.36	50	61.0133333333333	9.57474455708001
Sm_t00012917-RA	3.67	12.26	14.06	9.99666666666667	5.55247992642327
Sm_t00012922-RA	64.56	62.84	66.76	64.72	1.96489185453042
Sm_t00012923-RA	27.19	25.95	29.65	27.5966666666667	1.88322418562776
Sm_t00012924-RA	10.33	9.87	48.63	22.9433333333333	22.2464948549953
Sm_t00012929-RA	13.76	27.74	12.72	18.0733333333333	8.38771323623628
Sm_t00012932-RA	18.38	8.27	30.95	19.2	11.3622136927625
Sm_t00012933-RA	23.66	10.88	NA	17.27	9.03682466356408
Sm_t00012934-RA	44.73	30.25	NA	37.49	10.2389061915812
Sm_t00012936-RA	52.27	50.99	57.03	53.43	3.18270325352522
Sm_t00012938-RA	27.32	28.36	14.11	23.2633333333333	7.94405647848335
Sm_t00012939-RA	23.84	25.28	18.13	22.4166666666667	3.78153848761762
Sm_t00012940-RA	43.05	21.63	29.32	31.3333333333333	10.8510014898779
Sm_t00012941-RA	31.81	30.77	25.21	29.2633333333333	3.54859596648214
Sm_t00012949-RA	16.83	17.26	17.46	17.1833333333333	0.321921315438003
Sm_t00012952-RA	81.65	85.42	63.64	76.9033333333333	11.6400272050083
Sm_t00012953-RA	17.8	15.7	18.65	17.3833333333333	1.51849706398575
Sm_t00012955-RA	11.4	13.65	16.07	13.7066666666667	2.33551564613328
Sm_t00012956-RA	74	100	100	91.3333333333333	15.0111069989303
Sm_t00012957-RA	30.43	58.45	NA	44.44	19.8131320088471
Sm_t00012958-RA	100	100	100	100	0
Sm_t00012962-RA	30.02	23.65	41.49	31.72	9.04068028413792
Sm_t00012964-RA	16.89	14.01	9.4	13.4333333333333	3.77815210563753
Sm_t00012967-RA	4.19	7.89	12.98	8.35333333333333	4.41327920409907
Sm_t00012968-RA	21.49	22.44	15.98	19.97	3.48793635263031
Sm_t00012972-RA	26.31	23.52	NA	24.915	1.97282791951047
Sm_t00012993-RA	20.38	20.03	10.45	16.9533333333333	5.63477003375766
Sm_t00012994-RA	19.45	16.62	18.14	18.07	1.41629799124337
Sm_t00012995-RA	13	7.5	43.7	21.4	19.5071781659983
Sm_t00012996-RA	28.37	27.09	27.16	27.54	0.719652694012883
Sm_t00012997-RA	13.3	28.09	21.82	21.07	7.42346953923837
Sm_t00012998-RA	14.17	24.87	31.41	23.4833333333333	8.70324843568959
Sm_t00012999-RA	20.04	25.08	25.14	23.42	2.92731959307487
Sm_t00013000-RA	38.05	46.92	33.48	39.4833333333333	6.83368373085361
Sm_t00013001-RA	12.1	7.62	18.05	12.59	5.23223661544468
Sm_t00013004-RA	11.77	9.82	18.07	13.22	4.31190213247008
Sm_t00013006-RA	25.56	25.91	18.04	23.17	4.44615564279974
Sm_t00013008-RA	54.82	50.67	NA	52.745	2.93449314192417
Sm_t00013010-RA	18.26	15.7	17.3	17.0866666666667	1.29326460298476
Sm_t00013011-RA	19.52	35.12	19.02	24.5533333333333	9.15441605638139
Sm_t00013012-RA	41.71	24.5	32.14	32.7833333333333	8.62301764658599
Sm_t00013015-RA	22.09	24.3	NA	23.195	1.56270598642227
Sm_t00013018-RA	36.06	26.15	NA	31.105	7.00742820155869
Sm_t00013019-RA	9.73	19.16	20.4	16.43	5.83540058607804
Sm_t00013021-RA	2.91	12.96	15.79	10.5533333333333	6.76887238270403
Sm_t00013022-RA	9.67	17.1	13.96	13.5766666666667	3.72980339070752
Sm_t00013023-RA	23.89	20.97	25.52	23.46	2.30527655607738
Sm_t00013024-RA	10.58	17.3	20	15.96	4.85085559463483
Sm_t00013025-RA	9.68	18.53	9.7	12.6366666666667	5.10378617629435
Sm_t00013026-RA	13.36	10.93	18.73	14.34	3.99127799081948
Sm_t00013027-RA	18.88	21.08	13.67	17.8766666666667	3.80552668277774
Sm_t00013028-RA	37.18	43.15	46.84	42.39	4.87463844813131
Sm_t00013029-RA	9.24	11.59	28.19	16.34	10.3294481943616
Sm_t00013030-RA	15.46	23.02	15.32	17.9333333333333	4.40573868191627
Sm_t00013031-RA	46.6	34.97	NA	40.785	8.22365186519955
Sm_t00013033-RA	24.44	36.42	76	45.62	26.983113237727
Sm_t00013034-RA	32.06	30.16	42.16	34.7933333333333	6.45006459915971
Sm_t00013035-RA	45.22	53.71	54.85	51.26	5.26175826126591
Sm_t00013036-RA	55.3	50.03	51.95	52.4266666666667	2.66713954140636
Sm_t00013037-RA	49.38	58.12	56.12	54.54	4.57921390633807
Sm_t00013038-RA	82.85	84.98	NA	83.915	1.50613744392735
Sm_t00013041-RA	34.35	NA	27.86	31.105	4.5891230099007
Sm_t00013042-RA	53.98	40.2	42.2	45.46	7.44599221057879
Sm_t00013043-RA	11.61	11.55	32.7	18.62	12.1936745897207
Sm_t00013044-RA	21.04	24	27.78	24.2733333333333	3.37830332168876
Sm_t00013045-RA	16.79	19.47	13.86	16.7066666666667	2.80592824807288
Sm_t00013047-RA	62.72	62.48	44.39	56.53	10.5142332102726
Sm_t00013048-RA	19.85	16.79	23.38	20.0066666666667	3.29779219074419
Sm_t00013049-RA	9.66	13.04	8.83	10.51	2.23
Sm_t00013050-RA	46.1	40.58	51.69	46.1233333333333	5.55503675355378
Sm_t00013051-RA	20.83	16.05	25.73	20.87	4.84012396535461
Sm_t00013052-RA	22.32	8.72	28.57	19.87	10.1492610568455
Sm_t00013053-RA	21.91	11.38	20.37	17.8866666666667	5.68730457539715
Sm_t00013054-RA	7.86	42.03	10.04	19.9766666666667	19.129825752822
Sm_t00013057-RA	52.04	62.86	62.67	59.19	6.19281034749168
Sm_t00013058-RA	18.75	14.49	16.38	16.54	2.13450228390602
Sm_t00013059-RA	21.89	26.68	33.82	27.4633333333333	6.00345178487621
Sm_t00013060-RA	22.18	17.63	26.29	22.0333333333333	4.3318625709195
Sm_t00013061-RA	8.73	14.57	17.3	13.5333333333333	4.37803989627017
Sm_t00013066-RA	10.04	27.86	NA	18.95	12.6006428407443
Sm_t00013067-RA	38.33	36.16	NA	37.245	1.53442171517481
Sm_t00013070-RA	17.28	15.85	21.01	18.0466666666667	2.66406331256097
Sm_t00013071-RA	34.92	33.66	19.21	29.2633333333333	8.7292057676133
Sm_t00013072-RA	46.12	47.57	30.68	41.4566666666667	9.36098463481985
Sm_t00013073-RA	44.11	39.61	41.11	41.61	2.29128784747792
Sm_t00013074-RA	7.51	12.65	15.85	12.0033333333333	4.20743785852309
Sm_t00013075-RA	21.55	10.62	28.05	20.0733333333333	8.80832749920967
Sm_t00013077-RA	13.96	23.96	17.28	18.4	5.09321116781937
Sm_t00013078-RA	11.25	24.55	32.53	22.7766666666667	10.7502620123108
Sm_t00013081-RA	33.97	31.23	NA	32.6	1.93747258045114
Sm_t00013082-RA	37.59	30.65	32.08	33.44	3.66443720099008
Sm_t00013083-RA	10.07	12.25	9.04	10.4533333333333	1.63897325583224
Sm_t00013084-RA	19.08	17.85	11.59	16.1733333333333	4.01664453659187
Sm_t00013088-RA	69.48	64.7	40.06	58.08	15.7877294124266
Sm_t00013089-RA	32.45	33.25	46.94	37.5466666666667	8.14469356902599
Sm_t00013090-RA	48.07	42.83	NA	45.45	3.70523953341751
Sm_t00013091-RA	48.32	35.76	45.02	43.0333333333333	6.51141561669453
Sm_t00013092-RA	30.19	29.79	30.43	30.1366666666667	0.323316150746191
Sm_t00013093-RA	19.94	18.41	24.13	20.8266666666667	2.96128913369386
Sm_t00013094-RA	8.87	15.95	15.81	13.5433333333333	4.04783069474667
Sm_t00013095-RA	31.82	33.22	39.19	34.7433333333333	3.91403031839731
Sm_t00013097-RA	12.14	14	18.11	14.75	3.05484860508667
Sm_t00013098-RA	31.62	32.03	40.31	34.6533333333333	4.90310445874176
Sm_t00013099-RA	5.26	0	23.53	9.59666666666667	12.3499082317778
Sm_t00013100-RA	23.3	17.46	14.83	18.53	4.33519319062023
Sm_t00013102-RA	13.26	13.05	6.39	10.9	3.90718568793448
Sm_t00013103-RA	23.3	24.62	12	19.9733333333333	6.93657936834383
Sm_t00013104-RA	27.85	34.48	36.44	32.9233333333333	4.50160341804265
Sm_t00013108-RA	15.98	19.79	19.17	18.3133333333333	2.0443662424657
Sm_t00013110-RA	78.91	63.21	69.08	70.4	7.93279900161349
Sm_t00013111-RA	21.35	18.66	23.27	21.0933333333333	2.31569284088657
Sm_t00013112-RA	55.54	52.38	64.84	57.5866666666667	6.47723191906337
Sm_t00013113-RA	15.65	19.5	11.35	15.5	4.07707002637924
Sm_t00013114-RA	40.54	36.35	42.46	39.7833333333333	3.12448929160164
Sm_t00013115-RA	66.33	51.67	51.43	56.4766666666667	8.53408069643903
Sm_t00013116-RA	51.58	52.33	55.58	53.1633333333333	2.12622513702885
Sm_t00013117-RA	65.86	58.97	59.7	61.51	3.7848513841365
Sm_t00013118-RA	56.22	50.33	45.24	50.5966666666667	5.49485516945928
Sm_t00013119-RA	10.95	19.49	12.19	14.21	4.61445554751587
Sm_t00013120-RA	38.66	44.26	25.11	36.01	9.84619215737739
Sm_t00013121-RA	16.08	14.12	26.89	19.03	6.87714330227312
Sm_t00013122-RA	7.3	12.83	10.23	10.12	2.76664056212584
Sm_t00013124-RA	44.81	54.09	53.65	50.85	5.23541784387837
Sm_t00013125-RA	12	17.37	19.78	16.3833333333333	3.98274193657251
Sm_t00013126-RA	22.84	24.34	27.62	24.9333333333333	2.44461312549314
Sm_t00013127-RA	66.41	65.35	59.94	63.9	3.47017290635495
Sm_t00013128-RA	41.34	23.21	30.68	31.7433333333333	9.11165371013042
Sm_t00013131-RA	47.59	43.13	50.87	47.1966666666667	3.88496246228111
Sm_t00013134-RA	25.36	25.35	20.28	23.6633333333333	2.93005688226924
Sm_t00013135-RA	45.32	65.79	68.73	59.9466666666667	12.7520756480399
Sm_t00013137-RA	49.98	37.52	NA	43.75	8.81055049358438
Sm_t00013139-RA	22.07	24.81	31.16	26.0133333333333	4.66294256165925
Sm_t00013141-RA	36.42	27.3	20.31	28.01	8.07843425423516
Sm_t00013142-RA	57.9	57.2	57.3	57.4666666666667	0.378593889720017
Sm_t00013143-RA	61.36	65.48	57.6	61.48	3.94137032007905
Sm_t00013145-RA	23.54	58.36	NA	40.95	24.6214581209156
Sm_t00013146-RA	27.33	10.4	20.36	19.3633333333333	8.50889142799068
Sm_t00013148-RA	14.84	25.68	NA	20.26	7.66503750806218
Sm_t00013149-RA	60	100	100	86.6666666666667	23.094010767585
Sm_t00013150-RA	44.51	42.89	38.75	42.05	2.97045451067677
Sm_t00013151-RA	62.32	69.46	100	77.26	20.0143848269189
Sm_t00013152-RA	54.05	38.73	40.51	44.43	8.37856789672316
Sm_t00013153-RA	47.32	70.51	50.03	55.9533333333333	12.6790549069453
Sm_t00013154-RA	7.16	3.46	26.06	12.2266666666667	12.1220185337811
Sm_t00013155-RA	26.44	26.31	22.09	24.9466666666667	2.47479965519097
Sm_t00013159-RA	15.47	23.8	27.56	22.2766666666667	6.18727996241752
Sm_t00013161-RA	30.95	36.13	25.58	30.8866666666667	5.27528514237224
Sm_t00013162-RA	9.84	10.56	11.54	10.6466666666667	0.85330729126929
Sm_t00013163-RA	39.83	42.99	46.71	43.1766666666667	3.44379635479994
Sm_t00013164-RA	11.24	15.79	1.47	9.5	7.31685041530849
Sm_t00013166-RA	28.49	18.84	26.32	24.55	5.06263765244956
Sm_t00013167-RA	34.49	38.53	32.02	35.0133333333333	3.28640127393679
Sm_t00013170-RA	25.31	31.95	22.1	26.4533333333333	5.0235478830537
Sm_t00013171-RA	45.62	38.34	50.44	44.8	6.09153511029855
Sm_t00013172-RA	70.16	75.34	75.31	73.6033333333333	2.98205186630504
Sm_t00013173-RA	29.87	27.85	NA	28.86	1.42835569799683
Sm_t00013175-RA	15.28	10.6	12.8	12.8933333333333	2.34139559522378
Sm_t00013176-RA	9.98	11.5	9.71	10.3966666666667	0.965004317779632
Sm_t00013177-RA	51	54.17	NA	52.585	2.24152849636136
Sm_t00013178-RA	50.68	49.7	NA	50.19	0.692964645562814
Sm_t00013180-RA	24.65	31.25	29.11	28.3366666666667	3.36727387263545
Sm_t00013181-RA	41.77	25.44	NA	33.605	11.5470537367763
Sm_t00013182-RA	15.29	10.46	14.42	13.39	2.57447081941124
Sm_t00013185-RA	78.69	72.49	78.57	76.5833333333333	3.54543838380155
Sm_t00013189-RA	57.24	48.51	63.85	56.5333333333333	7.69437673455969
Sm_t00013193-RA	NA	53.86	63.33	58.595	6.6963012178366
Sm_t00013197-RA	26.73	26.18	NA	26.455	0.388908729652602
Sm_t00013198-RA	44.91	36.42	39.58	40.3033333333333	4.29097114105109
Sm_t00013200-RA	41.91	47.84	NA	44.875	4.19314321243623
Sm_t00013201-RA	13.15	11.54	23.8	16.1633333333333	6.66235944191946
Sm_t00013202-RA	9.64	6.36	21.33	12.4433333333333	7.86887751419053
Sm_t00013203-RA	66.37	100	68.89	78.42	18.7312546296291
Sm_t00013211-RA	30.52	36.43	26.15	31.0333333333333	5.15918921278657
Sm_t00013212-RA	34.05	35.52	26.06	31.8766666666667	5.0907203157641
Sm_t00013213-RA	18.92	23.05	20.89	20.9533333333333	2.06572828158336
Sm_t00013215-RA	4.04	6.67	10.22	6.97666666666667	3.10139216051975
Sm_t00013216-RA	40.63	42.54	18.75	33.9733333333333	13.218337010885
Sm_t00013218-RA	8.31	9.99	16.5	11.6	4.32586407553451
Sm_t00013220-RA	18.15	19.55	12.59	16.7633333333333	3.68137655413479
Sm_t00013221-RA	14.7	9.16	12.62	12.16	2.7984995979989
Sm_t00013225-RA	5.6	8.69	11.55	8.61333333333333	2.9757408041248
Sm_t00013227-RA	31.78	29.96	27.52	29.7533333333333	2.13750633527326
Sm_t00013229-RA	31.67	35.97	NA	33.82	3.04055915910215
Sm_t00013232-RA	40.45	62.03	57.33	53.27	11.3484272038023
Sm_t00013234-RA	35.61	10.86	41.54	29.3366666666667	16.2736484333825
Sm_t00013235-RA	29.39	40.78	35.07	35.08	5.69500658471964
Sm_t00013236-RA	11.43	15.35	14.17	13.65	2.01106936727702
Sm_t00013237-RA	78.22	78.38	75.45	77.35	1.64739187809094
Sm_t00013243-RA	41.78	28.98	35.28	35.3466666666667	6.40026041136869
Sm_t00013244-RA	30.75	31.23	24.58	28.8533333333333	3.70858912975451
Sm_t00013267-RA	17.46	29.72	21.61	22.93	6.23567959407794
Sm_t00013276-RA	32.46	9.46	37.09	26.3366666666667	14.7978252906748
Sm_t00013285-RA	26.03	24.2	25.46	25.23	0.936429388688758
Sm_t00013287-RA	33.41	31.09	30.41	31.6366666666667	1.57293780338999
Sm_t00013289-RA	70.09	67.96	57.88	65.31	6.52210855475436
Sm_t00013296-RA	100	100	100	100	0
Sm_t00013299-RA	20.02	23.35	18.38	20.5833333333333	2.53243624467297
Sm_t00013300-RA	13.18	8.49	24.41	15.36	8.18082514175679
Sm_t00013303-RA	11.74	15.37	7.53	11.5466666666667	3.92357405095575
Sm_t00013304-RA	23.9	32.68	28.18	28.2533333333333	4.3904593533403
Sm_t00013305-RA	70.72	72.19	69.7	70.87	1.2517587627015
Sm_t00013306-RA	14.14	8.48	16	12.8733333333333	3.91675035371586
Sm_t00013308-RA	11.38	18.78	16.46	15.54	3.784811752254
Sm_t00013309-RA	6.99	21.37	24.27	17.5433333333333	9.25376319846868
Sm_t00013310-RA	74.05	72.22	73.38	73.2166666666667	0.925868961210673
Sm_t00013312-RA	6.58	3.28	4.08	4.64666666666667	1.72143351115671
Sm_t00013313-RA	69.7	64.52	71.43	68.55	3.59567796110831
Sm_t00013314-RA	23.86	NA	28.4	26.13	3.21026478658692
Sm_t00013316-RA	24.84	25.54	25.59	25.3233333333333	0.419324854180304
Sm_t00013319-RA	54.14	41.63	49.5	48.4233333333333	6.32411522138341
Sm_t00013320-RA	28.91	28.52	26.92	28.1166666666667	1.05452991106622
