gene	bias1	bias2	mean	SD
Sm_t00002942-RA	34.37	31.69	33.03	1.89504617357994
Sm_t00002943-RA	28.53	20.94	24.735	5.3669404692059
Sm_t00002947-RA	27.23	27.83	27.53	0.424264068711927
Sm_t00002949-RA	11.89	9.49	10.69	1.69705627484771
Sm_t00002956-RA	16.92	24.71	20.815	5.5083618254432
Sm_t00002957-RA	35.29	35.93	35.61	0.452548339959391
Sm_t00002958-RA	31.99	33.63	32.81	1.15965512114594
Sm_t00002959-RA	50.3	33.84	42.07	11.6389776183306
Sm_t00002962-RA	18.52	27.21	22.865	6.1447579285111
Sm_t00002965-RA	16.04	5.48	10.76	7.46704760932994
Sm_t00002971-RA	16.99	51.46	34.225	24.3739707475003
Sm_t00002975-RA	29.1	22.23	25.665	4.85782358675158
Sm_t00002986-RA	48.93	57.46	53.195	6.03162084352125
Sm_t00002994-RA	25.89	19.62	22.755	4.43355951803965
Sm_t00002995-RA	43.43	66.86	55.145	16.5675118832008
Sm_t00002996-RA	16.21	23.59	19.9	5.21844804515672
Sm_t00002997-RA	30.83	11.04	20.935	13.9936431996818
Sm_t00002999-RA	3.81	38.69	21.25	24.6638845277868
Sm_t00003000-RA	24.92	25.01	24.965	0.0636396103067892
Sm_t00003001-RA	55.17	52.56	53.865	1.84554869889689
Sm_t00003002-RA	30.56	23.74	27.15	4.82246824769225
Sm_t00003003-RA	13.64	20	16.82	4.49719912834644
Sm_t00003004-RA	26.94	31.47	29.205	3.20319371877506
Sm_t00003008-RA	69.57	55.12	62.345	10.2176929881456
Sm_t00003013-RA	50.6	52.23	51.415	1.15258405333407
Sm_t00003018-RA	33.79	21.62	27.705	8.60548952704028
Sm_t00003019-RA	19.3	23.82	21.56	3.19612265096319
Sm_t00003020-RA	67.19	63.25	65.22	2.786000717875
Sm_t00003021-RA	20.97	22	21.485	0.728319984622145
Sm_t00003023-RA	21.74	16.22	18.98	3.90322943214974
Sm_t00003024-RA	36.87	34.05	35.46	1.99404112294606
Sm_t00003026-RA	25.51	15.83	20.67	6.84479364188578
Sm_t00003028-RA	39.83	35.8	37.815	2.84964032818179
Sm_t00003029-RA	20.96	7.31	14.135	9.65200756319637
Sm_t00003032-RA	77.88	73.62	75.75	3.01227488785469
Sm_t00003044-RA	43.4	49.01	46.205	3.96686904245653
Sm_t00003046-RA	42.25	48.36	45.305	4.3204224330498
Sm_t00003047-RA	17.57	18.74	18.155	0.827314933988259
Sm_t00003048-RA	45.85	1.55	23.7	31.3248304065641
Sm_t00003051-RA	29.53	31.33	30.43	1.27279220613578
Sm_t00003052-RA	14.06	28.45	21.255	10.1752665812744
Sm_t00003053-RA	17.33	29.06	23.195	8.2943625433182
Sm_t00003055-RA	3.08	9.94	6.51	4.85075251893972
Sm_t00003056-RA	21.07	3.9	12.485	12.141023432973
Sm_t00003057-RA	27.58	26.29	26.935	0.912167747730646
Sm_t00003059-RA	13.86	22.93	18.395	6.41345850536199
Sm_t00003062-RA	49.98	50.1	50.04	0.0848528137423889
Sm_t00003064-RA	24.08	24.27	24.175	0.134350288425445
Sm_t00003084-RA	19.67	2.02	10.845	12.4804346879426
Sm_t00003085-RA	20.54	12.23	16.385	5.87605735166021
Sm_t00003087-RA	19.82	18.93	19.375	0.629325035256028
Sm_t00003088-RA	17.81	29.32	23.565	8.13879905145716
Sm_t00003089-RA	37.38	36.36	36.87	0.721248916810281
Sm_t00003091-RA	22.42	26.04	24.23	2.5597265478953
Sm_t00003092-RA	23.54	33.81	28.675	7.26198664278585
Sm_t00003093-RA	23.98	16.92	20.45	4.99217387517702
Sm_t00003094-RA	33.77	26.61	30.19	5.06288455329568
Sm_t00003098-RA	15.59	13.38	14.485	1.56270598642227
Sm_t00003099-RA	35.8	23.78	29.79	8.4994235098623
Sm_t00003100-RA	38.13	47.24	42.685	6.44174277660945
Sm_t00003102-RA	47.68	42.96	45.32	3.3375440072005
Sm_t00003103-RA	37.93	38.24	38.085	0.219203102167831
Sm_t00003106-RA	30.06	22.21	26.135	5.5507882323144
Sm_t00003107-RA	28.01	28.94	28.475	0.657609306503489
Sm_t00003110-RA	31.01	35.18	33.095	2.9486352775479
Sm_t00003113-RA	40.63	13.2	26.915	19.395939007947
Sm_t00003118-RA	29.2	25.62	27.41	2.53144227664784
Sm_t00003119-RA	28.89	23.9	26.395	3.52846283812087
Sm_t00003120-RA	36.11	24.42	30.265	8.26607827207074
Sm_t00003121-RA	33.18	23.22	28.2	7.04278354061801
Sm_t00003125-RA	25.69	22.69	24.19	2.12132034355964
Sm_t00003126-RA	14.97	15.54	15.255	0.403050865276331
Sm_t00003127-RA	15.24	16.83	16.035	1.12429978208661
Sm_t00003132-RA	25.17	45.56	35.365	14.4179072683937
Sm_t00003133-RA	17.47	8.06	12.765	6.65387481096541
Sm_t00003135-RA	57.05	57.58	57.315	0.374766594028871
Sm_t00003140-RA	29.71	44.14	36.925	10.2035508525219
Sm_t00003141-RA	62.69	49.3	55.995	9.46815980008787
Sm_t00003146-RA	21.48	25.36	23.42	2.7435743110038
Sm_t00003147-RA	9.67	17.28	13.475	5.38108260482963
Sm_t00003152-RA	29.25	19.75	24.5	6.7175144212722
Sm_t00003153-RA	39.51	38.13	38.82	0.975807358037432
Sm_t00003154-RA	26.1	16.59	21.345	6.72458548908407
Sm_t00003155-RA	16.26	7.46	11.86	6.22253967444162
Sm_t00003156-RA	26.24	12.79	19.515	9.51058620695906
Sm_t00003157-RA	34.65	10.05	22.35	17.3948268171891
Sm_t00003158-RA	27.86	17.01	22.435	7.67210857587404
Sm_t00003159-RA	5.46	18.95	12.205	9.53887047820653
Sm_t00003160-RA	6.25	1.43	3.84	3.40825468531916
Sm_t00003162-RA	56.06	62.94	59.5	4.86489465456344
Sm_t00003163-RA	26.89	25.41	26.15	1.04651803615609
Sm_t00003168-RA	64.49	69.49	66.99	3.53553390593274
Sm_t00003169-RA	25.98	10.57	18.275	10.8965154980847
Sm_t00003170-RA	31.64	12.44	22.04	13.5764501987817
Sm_t00003171-RA	23.16	30.8	26.98	5.40229580826522
Sm_t00003177-RA	42.63	41.36	41.995	0.898025612106918
Sm_t00003178-RA	44.2	36.07	40.135	5.74877813104663
Sm_t00003179-RA	18.74	28.19	23.465	6.68215908221288
Sm_t00003180-RA	18.47	18.79	18.63	0.226274169979695
Sm_t00003181-RA	12	10	11	1.4142135623731
Sm_t00003185-RA	23.08	1.64	12.36	15.1603693886396
Sm_t00003186-RA	12.79	11.7	12.245	0.770746391493337
Sm_t00003188-RA	43.16	47.83	45.495	3.30218866814118
Sm_t00003189-RA	24.95	47.92	36.435	16.242242763855
Sm_t00003190-RA	14.93	15.48	15.205	0.388908729652602
Sm_t00003191-RA	21.38	22.44	21.91	0.749533188057742
Sm_t00003192-RA	25.16	19.47	22.315	4.02343758495146
Sm_t00003197-RA	28.13	30.65	29.39	1.7819090885901
Sm_t00003198-RA	33.54	31.43	32.485	1.49199530830362
Sm_t00003205-RA	20.69	20.66	20.675	0.0212132034355972
Sm_t00003206-RA	28.42	20.6	24.51	5.5295750288788
Sm_t00003207-RA	100	33.33	66.665	47.1428091017071
Sm_t00003208-RA	10.5	8.55	9.525	1.37885822331377
Sm_t00003211-RA	31.43	34.03	32.73	1.83847763108502
Sm_t00003212-RA	12.82	26.89	19.855	9.94899241129472
Sm_t00003214-RA	57.89	100	78.945	29.7762665557655
Sm_t00003216-RA	43.74	44.3	44.02	0.395979797464463
Sm_t00003217-RA	17.75	28.05	22.9	7.28319984622144
Sm_t00003218-RA	19.61	20.26	19.935	0.459619407771257
Sm_t00003219-RA	11.71	15.32	13.515	2.55265548008344
Sm_t00003220-RA	23.63	15.47	19.55	5.76999133448223
Sm_t00003221-RA	33.72	46.55	40.135	9.0721800026234
Sm_t00003223-RA	28.63	24.81	26.72	2.70114790413261
Sm_t00003225-RA	26.14	22.9	24.52	2.29102597104442
Sm_t00003229-RA	36.21	20.11	28.16	11.3844191771034
Sm_t00003233-RA	76.44	68.96	72.7	5.28915872327538
Sm_t00003234-RA	100	66.02	83.01	24.0274884247189
Sm_t00003236-RA	15.24	12.56	13.9	1.89504617357995
Sm_t00003237-RA	63	50.76	56.88	8.65498700172334
Sm_t00003238-RA	18.42	10.84	14.63	5.35986940139403
Sm_t00003239-RA	17.47	10.47	13.97	4.94974746830583
Sm_t00003240-RA	45.32	65.6	55.46	14.3401255224632
Sm_t00003241-RA	35.61	22.26	28.935	9.43987552884041
Sm_t00003247-RA	45.13	44.11	44.62	0.721248916810281
Sm_t00003248-RA	67.94	100	83.97	22.6698434048407
Sm_t00003259-RA	22.46	16.01	19.235	4.56083873865323
Sm_t00003261-RA	23.32	15.86	19.59	5.27501658765165
Sm_t00003262-RA	35.61	20.08	27.845	10.9813683118271
Sm_t00003263-RA	23.61	28.6	26.105	3.52846283812087
Sm_t00003266-RA	27.06	25.96	26.51	0.777817459305201
Sm_t00003267-RA	50.82	49.52	50.17	0.91923881554251
Sm_t00003269-RA	30.38	33.8	32.09	2.41830519165799
Sm_t00003271-RA	64.71	13.21	38.96	36.4159992311072
Sm_t00003272-RA	10.06	13.19	11.625	2.21324422511389
Sm_t00003273-RA	76.57	70.54	73.555	4.26385389055487
Sm_t00003277-RA	40.73	45.02	42.875	3.03348809129029
Sm_t00003278-RA	69.19	53.65	61.42	10.9884393796389
Sm_t00003280-RA	16.45	26	21.225	6.75286976033153
Sm_t00003281-RA	20.69	22.64	21.665	1.37885822331377
Sm_t00003282-RA	26.8	18.55	22.675	5.83363094478902
Sm_t00003283-RA	28.34	25.54	26.94	1.97989898732233
Sm_t00003284-RA	29.22	13.27	21.245	11.2783531599254
Sm_t00003286-RA	13.23	8.46	10.845	3.37289934625983
Sm_t00003287-RA	11.05	33.29	22.17	15.7260548135888
Sm_t00003288-RA	28.09	20.88	24.485	5.09823989235501
Sm_t00003289-RA	16.28	12.15	14.215	2.92035100630044
Sm_t00003290-RA	39.68	25.6	32.64	9.95606347910659
Sm_t00003291-RA	21.03	20.63	20.83	0.282842712474621
Sm_t00003292-RA	22.68	36.77	29.725	9.96313454691846
Sm_t00003293-RA	2.97	23.28	13.125	14.3613387258988
Sm_t00003296-RA	38.12	43.4	40.76	3.73352380466497
Sm_t00003297-RA	8.81	8.89	8.85	0.0565685424949239
Sm_t00003299-RA	25.68	24.71	25.195	0.68589357775095
Sm_t00003300-RA	28.39	22.64	25.515	4.06586399182265
Sm_t00003303-RA	26.53	14.69	20.61	8.37214428924873
Sm_t00003306-RA	26.76	27.66	27.21	0.636396103067892
Sm_t00003307-RA	7.95	11.1	9.525	2.22738636073762
Sm_t00003327-RA	9.36	19.88	14.62	7.43876333808248
Sm_t00003334-RA	23.48	15.55	19.515	5.60735677480932
Sm_t00003335-RA	21.85	13.6	17.725	5.83363094478902
Sm_t00003341-RA	25.63	39.8	32.715	10.0197030894134
Sm_t00003342-RA	40.8	64.24	52.52	16.5745829510127
Sm_t00003343-RA	27.46	23.96	25.71	2.47487373415292
Sm_t00003344-RA	48.8	53.29	51.045	3.1749094475276
Sm_t00003349-RA	34.55	29.9	32.225	3.28804653251745
Sm_t00003350-RA	42.97	50.59	46.78	5.3881536726415
Sm_t00003352-RA	44.39	51.56	47.975	5.06995562110755
Sm_t00003353-RA	26.05	26.38	26.215	0.233345237791559
Sm_t00003354-RA	29.91	15.69	22.8	10.0550584284727
Sm_t00003356-RA	36.63	37.91	37.27	0.905096679918777
Sm_t00003357-RA	14.41	21.76	18.085	5.19723484172113
Sm_t00003358-RA	18.04	29.81	23.925	8.32264681456566
Sm_t00003361-RA	32.13	16.11	24.12	11.3278506346085
Sm_t00003362-RA	31.49	22.87	27.18	6.09526045382804
Sm_t00003366-RA	42.71	20.05	31.38	16.0230396616872
Sm_t00003367-RA	23.33	20.12	21.725	2.26981276760882
Sm_t00003368-RA	21.51	27.61	24.56	4.31335136523794
Sm_t00003369-RA	8.44	15.15	11.795	4.74468650176173
Sm_t00003370-RA	35.11	26.43	30.77	6.13768686069923
Sm_t00003371-RA	100	58.48	79.24	29.3590735548655
Sm_t00003374-RA	15.98	16.5	16.24	0.367695526217004
Sm_t00003382-RA	6.62	32.29	19.455	18.1514310730587
Sm_t00003383-RA	31.92	20.44	26.18	8.11758584802157
Sm_t00003384-RA	21.74	23.31	22.525	1.11015764646288
Sm_t00003385-RA	25.13	22.76	23.945	1.67584307141212
Sm_t00003386-RA	12.01	9.99	11	1.42835569799683
Sm_t00003387-RA	9.65	17.23	13.44	5.35986940139403
Sm_t00003388-RA	26.87	26.06	26.465	0.572756492761105
Sm_t00003390-RA	20.09	19.11	19.6	0.692964645562817
Sm_t00003392-RA	19.54	26.71	23.125	5.06995562110755
Sm_t00003394-RA	30	35.52	32.76	3.90322943214974
Sm_t00003409-RA	29.51	49.11	39.31	13.8592929112563
Sm_t00003410-RA	39.53	34.47	37	3.57796031280393
Sm_t00003414-RA	32.86	45.28	39.07	8.78226622233692
Sm_t00003415-RA	19.33	11.39	15.36	5.61442784262119
Sm_t00003416-RA	13.33	5	9.165	5.89019948728394
Sm_t00003417-RA	25.8	12.37	19.085	9.49644407133533
Sm_t00003420-RA	18.28	1.44	9.86	11.9076781951815
Sm_t00003426-RA	33.2	25.64	29.42	5.3457272657703
Sm_t00003427-RA	33.9	33.59	33.745	0.219203102167826
Sm_t00003428-RA	51.99	48.16	50.075	2.70821897194448
Sm_t00003431-RA	46.67	45.45	46.06	0.862670273047587
Sm_t00003432-RA	64.83	64.08	64.455	0.530330085889911
Sm_t00003433-RA	61.96	57.87	59.915	2.89206673505298
Sm_t00003434-RA	36.06	37.37	36.715	0.926309883354374
Sm_t00003436-RA	58.61	23.53	41.07	24.8053058840241
Sm_t00003439-RA	38.24	41.16	39.7	2.06475180106471
Sm_t00003441-RA	25.54	17.67	21.605	5.56493036793813
Sm_t00003446-RA	100	76.11	88.055	16.8927810025466
Sm_t00003471-RA	68.19	61.77	64.98	4.53962553521763
Sm_t00003472-RA	72.34	74.9	73.62	1.81019335983756
Sm_t00003473-RA	23.64	24.6	24.12	0.678822509939086
Sm_t00003477-RA	16.79	14.93	15.86	1.31521861300698
Sm_t00003479-RA	59.32	58.93	59.125	0.275771644662754
Sm_t00003486-RA	39.31	63.98	51.645	17.4443242918721
Sm_t00003487-RA	36.65	27.09	31.87	6.75994082814339
Sm_t00003488-RA	38.06	53.18	45.62	10.6914545315406
Sm_t00003489-RA	52.63	59.51	56.07	4.86489465456344
Sm_t00003493-RA	30.44	39.37	34.905	6.31446355599587
Sm_t00003494-RA	26.18	20.26	23.22	4.18607214462436
Sm_t00003500-RA	20.64	30.92	25.78	7.26905771059771
Sm_t00003508-RA	54.8	56.97	55.885	1.53442171517481
Sm_t00003509-RA	18.52	29.27	23.895	7.60139789775539
Sm_t00003512-RA	46.08	34.96	40.52	7.86302740679441
Sm_t00003514-RA	54.96	54.39	54.675	0.403050865276332
Sm_t00003521-RA	43.26	36.88	40.07	4.51134126397017
Sm_t00003525-RA	33.33	35.12	34.225	1.26572113832392
Sm_t00003527-RA	42.39	40.7	41.545	1.19501046020526
Sm_t00003529-RA	24.21	31.93	28.07	5.45886435076015
Sm_t00003531-RA	12.59	16.27	14.43	2.60215295476649
Sm_t00003532-RA	100	66.15	83.075	23.9355645431646
Sm_t00003533-RA	100	100	100	0
Sm_t00003535-RA	53.51	58.08	55.795	3.23147799002252
Sm_t00003536-RA	21.99	26.12	24.055	2.92035100630044
Sm_t00003537-RA	35.3	39.63	37.465	3.06177236253775
Sm_t00003539-RA	45.19	37.86	41.525	5.18309270609739
Sm_t00003541-RA	49.83	53.08	51.455	2.29809703885628
Sm_t00003543-RA	33.37	32.19	32.78	0.834386001800126
Sm_t00003544-RA	35.29	30.4	32.845	3.45775216000222
Sm_t00003545-RA	35.13	31.97	33.55	2.23445742854949
Sm_t00003546-RA	61.87	45.07	53.47	11.879393923934
Sm_t00003547-RA	40.54	22.62	31.58	12.6713535188629
Sm_t00003549-RA	40.92	36.23	38.575	3.31633080376491
Sm_t00003550-RA	15.91	7.49	11.7	5.95383909759073
Sm_t00003553-RA	55.01	58.43	56.72	2.41830519165799
Sm_t00003556-RA	43.79	49.93	46.86	4.3416356364854
Sm_t00003563-RA	64.26	63.47	63.865	0.558614357137377
Sm_t00003564-RA	37.25	25.93	31.59	8.00444876303172
Sm_t00003565-RA	63.14	59.08	61.11	2.87085353161738
Sm_t00003566-RA	32.14	41.48	36.81	6.60437733628235
Sm_t00003569-RA	44.3	36.49	40.395	5.52250396106693
Sm_t00003571-RA	54.15	51.42	52.785	1.93040151263927
Sm_t00003572-RA	32.09	19.82	25.955	8.67620020515894
Sm_t00003573-RA	31.55	28.24	29.895	2.34052344572747
Sm_t00003574-RA	34.5	20.18	27.34	10.1257691065914
Sm_t00003575-RA	41.49	21.28	31.385	14.2906280477801
Sm_t00003576-RA	52.87	51.1	51.985	1.25157900270019
Sm_t00003578-RA	39.92	41.16	40.54	0.876812408671315
Sm_t00003579-RA	100	100	100	0
Sm_t00003581-RA	23.81	21.05	22.43	1.95161471607487
Sm_t00003583-RA	100	100	100	0
Sm_t00003595-RA	45.18	39.67	42.425	3.89615836433788
Sm_t00003596-RA	34.44	32.21	33.325	1.576848122046
Sm_t00003601-RA	51.16	51.35	51.255	0.134350288425447
Sm_t00003605-RA	44.78	43.24	44.01	1.08894444302728
Sm_t00003606-RA	51.6	64.55	58.075	9.15703281636579
Sm_t00003607-RA	51.6	64.55	58.075	9.15703281636579
Sm_t00003608-RA	27.04	34.61	30.825	5.35279833358216
Sm_t00003611-RA	30.24	28.54	29.39	1.20208152801713
Sm_t00003612-RA	43.78	55.56	49.67	8.32971788237753
Sm_t00003613-RA	25.25	46.18	35.715	14.7997449302344
Sm_t00003615-RA	60.58	56.91	58.745	2.59508188695463
Sm_t00003616-RA	31.49	20.99	26.24	7.42462120245875
Sm_t00003618-RA	31.61	34.65	33.13	2.1496046148071
Sm_t00003619-RA	29.16	35.83	32.495	4.71640223051427
Sm_t00003620-RA	36.24	23.34	29.79	9.12167747730646
Sm_t00003622-RA	33.45	32.33	32.89	0.791959594928936
Sm_t00003623-RA	46.24	37.12	41.68	6.44881384442132
Sm_t00003628-RA	52.89	35.34	44.115	12.4097240098239
Sm_t00003635-RA	23.73	19.54	21.635	2.96277741317164
Sm_t00003638-RA	39.3	38.87	39.085	0.304055915910215
Sm_t00003639-RA	20.55	19.2	19.875	0.95459415460184
Sm_t00003640-RA	20.6	20.81	20.705	0.148492424049173
Sm_t00003641-RA	22.45	33.5	27.975	7.81352993211135
Sm_t00003642-RA	34.43	31.49	32.96	2.07889393668845
Sm_t00003643-RA	33.72	31.98	32.85	1.23036579926459
Sm_t00003644-RA	32.16	31.9	32.03	0.183847763108501
Sm_t00003645-RA	66.48	70.63	68.555	2.93449314192417
Sm_t00003646-RA	30.47	22.83	26.65	5.40229580826522
Sm_t00003649-RA	70.48	69.65	70.065	0.586898628384833
Sm_t00003650-RA	25.77	20.39	23.08	3.80423448278363
Sm_t00003658-RA	100	60.11	80.055	28.2064895015314
Sm_t00003660-RA	40.74	39.84	40.29	0.636396103067892
Sm_t00003661-RA	38.08	31.26	34.67	4.82246824769225
Sm_t00003662-RA	26.09	28.42	27.255	1.64755880016466
Sm_t00003664-RA	51.43	18.97	35.2	22.9526861173153
Sm_t00003666-RA	25.61	19.06	22.335	4.63154941677189
Sm_t00003668-RA	12.55	19.36	15.955	4.81539717988039
Sm_t00003669-RA	29.38	34.97	32.175	3.9527269068328
Sm_t00003672-RA	56.85	43.04	49.945	9.76514464818622
Sm_t00003673-RA	27.28	23.91	25.595	2.38294985259867
Sm_t00003674-RA	22.25	12.95	17.6	6.57609306503489
Sm_t00003676-RA	16.9	26.6	21.75	6.85893577750951
Sm_t00003677-RA	70.56	63.97	67.265	4.65983368801935
Sm_t00003678-RA	41.05	46.45	43.75	3.81837661840736
Sm_t00003682-RA	70.34	73.7	72.02	2.3758787847868
Sm_t00003684-RA	50.2	56.94	53.57	4.76589970519733
Sm_t00003685-RA	24.12	34.62	29.37	7.42462120245875
Sm_t00003686-RA	27.22	30.18	28.7	2.09303607231218
Sm_t00003688-RA	46.67	22.73	34.7	16.9281363416059
Sm_t00003695-RA	26.93	33.22	30.075	4.44770165366338
Sm_t00003696-RA	24.05	15.95	20	5.72756492761104
Sm_t00003699-RA	75.73	72.91	74.32	1.99404112294607
Sm_t00003700-RA	61.62	69.35	65.485	5.46593541857201
Sm_t00003701-RA	16.52	15.79	16.155	0.51618795026618
Sm_t00003702-RA	20.27	27.75	24.01	5.28915872327538
Sm_t00003708-RA	13.95	17.71	15.83	2.65872149726142
Sm_t00003709-RA	34.95	36.49	35.72	1.08894444302728
Sm_t00003711-RA	36.38	46.53	41.455	7.17713382904346
Sm_t00003712-RA	38.6	37.82	38.21	0.551543289325508
Sm_t00003713-RA	23.86	20.06	21.96	2.68700576850888
Sm_t00003714-RA	16.15	9.14	12.645	4.9568185361177
Sm_t00003715-RA	24.61	35.13	29.87	7.43876333808248
Sm_t00003718-RA	22.19	21.81	22	0.26870057685089
Sm_t00003719-RA	20.8	15.33	18.065	3.86787409309042
Sm_t00003722-RA	7.43	18.42	12.925	7.77110352524016
Sm_t00003723-RA	14.44	15.78	15.11	0.947523086789974
Sm_t00003725-RA	29.26	34.84	32.05	3.94565583902094
Sm_t00003730-RA	26.38	27.46	26.92	0.763675323681473
Sm_t00003735-RA	58.58	52.09	55.335	4.58912300990069
Sm_t00003737-RA	45.45	32.25	38.85	9.33380951166243
Sm_t00003739-RA	23.66	16.84	20.25	4.82246824769225
Sm_t00003745-RA	22.08	44.26	33.17	15.6836284067176
Sm_t00003746-RA	59.09	62.73	60.91	2.57386868351903
Sm_t00003748-RA	23.81	21.34	22.575	1.74655374953077
Sm_t00003750-RA	67.81	53.15	60.48	10.3661854121948
Sm_t00003753-RA	17.48	9.29	13.385	5.79120453791783
Sm_t00003754-RA	45.13	38.23	41.68	4.87903679018718
Sm_t00003760-RA	63.7	64.38	64.04	0.480832611206847
Sm_t00003761-RA	21.74	22.42	22.08	0.480832611206855
Sm_t00003766-RA	17.3	2.75	10.025	10.2884036662643
Sm_t00003767-RA	21.74	39.19	30.465	12.3390133317053
Sm_t00003782-RA	65.25	60.16	62.705	3.59917351623953
Sm_t00003783-RA	22.37	22.8	22.585	0.304055915910215
Sm_t00003786-RA	22.98	24.79	23.885	1.27986327394765
Sm_t00003787-RA	61.36	54.32	57.84	4.97803173955329
Sm_t00003788-RA	100	100	100	0
Sm_t00003789-RA	15.94	12.15	14.045	2.67993470069701
Sm_t00003790-RA	16.79	24	20.395	5.09823989235501
Sm_t00003791-RA	57.6	62.3	59.95	3.32340187157677
Sm_t00003792-RA	14.16	11.39	12.775	1.95868578388674
Sm_t00003795-RA	39.36	36.27	37.815	2.18495995386643
Sm_t00003796-RA	100	76.78	88.39	16.4190194591516
Sm_t00003799-RA	17.01	28.95	22.98	8.44285496736738
Sm_t00003803-RA	20.76	32.83	26.795	8.53477884892163
Sm_t00003804-RA	19.26	14.7	16.98	3.22440692221066
Sm_t00003806-RA	44.69	29.22	36.955	10.9389419049559
Sm_t00003808-RA	37.8	43.64	40.72	4.12950360212944
Sm_t00003810-RA	26.43	18.88	22.655	5.33865619795843
Sm_t00003812-RA	27.38	28.15	27.765	0.544472221513641
Sm_t00003813-RA	29.55	20.51	25.03	6.39224530192639
Sm_t00003815-RA	27.1	40.72	33.91	9.63079435976078
Sm_t00003816-RA	14.15	34.11	24.13	14.1138513524835
Sm_t00003818-RA	56.38	54.86	55.62	1.07480230740355
Sm_t00003819-RA	39.59	52.1	45.845	8.84590583264371
Sm_t00003820-RA	53.29	54.12	53.705	0.586898628384833
Sm_t00003822-RA	21.18	31.99	26.585	7.64382430462658
Sm_t00003824-RA	47.44	51.1	49.27	2.58801081914277
Sm_t00003825-RA	40.22	21.44	30.83	13.2794653506834
Sm_t00003826-RA	35.94	55.49	45.715	13.823937572197
Sm_t00003830-RA	21.97	25.19	23.58	2.27688383542068
Sm_t00003831-RA	25.31	24.59	24.95	0.509116882454313
Sm_t00003869-RA	26.99	27.37	27.18	0.26870057685089
Sm_t00003873-RA	43.06	37.15	40.105	4.1790010768125
Sm_t00003874-RA	48.57	18.5	33.535	21.2627009102795
Sm_t00003875-RA	23.83	27.62	25.725	2.67993470069702
Sm_t00003878-RA	73.89	64.69	69.29	6.50538238691624
Sm_t00003886-RA	54.99	57.63	56.31	1.86676190233249
Sm_t00003891-RA	45.81	48.85	47.33	2.1496046148071
Sm_t00003895-RA	30.19	34.38	32.285	2.96277741317164
Sm_t00003930-RA	33.75	33.57	33.66	0.127279220613578
Sm_t00003946-RA	30.32	23.63	26.975	4.730544366138
Sm_t00003991-RA	58.61	54.74	56.675	2.73650324319194
Sm_t00003994-RA	49.23	37.67	43.45	8.17415439051649
Sm_t00004004-RA	47.31	56.6	51.955	6.56902199722303
Sm_t00004012-RA	56.99	15.33	36.16	29.4580685042316
Sm_t00004015-RA	24.96	24	24.48	0.678822509939086
Sm_t00004018-RA	22.11	21.7	21.905	0.289913780286485
Sm_t00004019-RA	61.17	61.32	61.245	0.106066017177981
Sm_t00004025-RA	26.73	30.02	28.375	2.32638131010374
Sm_t00004154-RA	14.34	18.84	16.59	3.18198051533946
Sm_t00004158-RA	17.1	10.1	13.6	4.94974746830583
Sm_t00004160-RA	59.26	55.77	57.515	2.46780266634105
Sm_t00004161-RA	34.68	39.65	37.165	3.51432070249714
Sm_t00004163-RA	20	47.37	33.685	19.3535126010758
Sm_t00004165-RA	24	39.78	31.89	11.1581450071237
Sm_t00004166-RA	44.11	28.97	36.54	10.7055966671643
Sm_t00004167-RA	30.87	31.7	31.285	0.586898628384833
Sm_t00004169-RA	22.13	20.32	21.225	1.27986327394765
Sm_t00004170-RA	29.42	27.22	28.32	1.55563491861041
Sm_t00004174-RA	12.19	21.13	16.66	6.32153462380774
Sm_t00004176-RA	35.25	29.89	32.57	3.79009234715989
Sm_t00004178-RA	2.99	44.54	23.765	29.3802867583011
Sm_t00004182-RA	25.89	24.12	25.005	1.25157900270019
Sm_t00004191-RA	8.95	22.66	15.805	9.69443397006757
Sm_t00004205-RA	14.79	15.72	15.255	0.65760930650349
Sm_t00004209-RA	17.91	34	25.955	11.3773481092915
Sm_t00004210-RA	49.7	50.01	49.855	0.219203102167826
Sm_t00004212-RA	13.45	14.61	14.03	0.820243866176395
Sm_t00004213-RA	18.7	17.72	18.21	0.692964645562817
Sm_t00004216-RA	100	100	100	0
Sm_t00004218-RA	15.79	18.04	16.915	1.59099025766973
Sm_t00004219-RA	27.93	20.75	24.34	5.07702668891941
Sm_t00004220-RA	16.17	13.89	15.03	1.61220346110533
Sm_t00004223-RA	45.16	33.47	39.315	8.26607827207074
Sm_t00004224-RA	22.26	31.78	27.02	6.73165655689593
Sm_t00004225-RA	100	80.23	90.115	13.979501064058
Sm_t00004227-RA	49.5	19.08	34.29	21.5101882836948
Sm_t00004229-RA	59.71	52.36	56.035	5.19723484172113
Sm_t00004241-RA	64.82	54.39	59.605	7.37512372777569
Sm_t00004248-RA	100	60	80	28.2842712474619
Sm_t00004249-RA	34.96	33.09	34.025	1.32228968081884
Sm_t00004250-RA	11.77	16.65	14.21	3.45068109219035
Sm_t00004259-RA	28.31	31.91	30.11	2.54558441227157
Sm_t00004269-RA	29.58	30.9	30.24	0.933380951166243
Sm_t00004270-RA	29.79	44.99	37.39	10.7480230740355
Sm_t00004274-RA	25.59	17.41	21.5	5.78413347010596
Sm_t00004277-RA	20.95	18.75	19.85	1.5556349186104
Sm_t00004284-RA	20.19	5.65	12.92	10.2813325984524
Sm_t00004288-RA	12.15	4.71	8.43	5.26087445202791
Sm_t00004292-RA	81.21	76	78.605	3.68402632998191
